STUDYNO,EDITION,PART,IDNO,FIPS_ST,FIPS_CTY,SPOPARST,SPOPCRIM,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,SVIOL,SPROPERTY,SMURDER,SRAPE,SROBBERY,SAGASSLT,SBURGLRY,SLARCENY,SMVTHEFT,SARSON
9999,1,8,38,1,75,4863300,4816193,13734,5,5,75.3598,0,0,0,0,0,0,0,0,0,0
9999,1,8,39,1,77,4863300,4816193,92068,8,7,99.2619,0,0,0,0,0,0,0,0,0,0
9999,1,8,40,1,79,4863300,4816193,32290,6,5,98.1635,0,0,0,0,0,0,0,0,0,0
9999,1,8,41,1,81,4863300,4816193,160071,3,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,42,1,83,4863300,4816193,93243,3,6,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,43,1,85,4863300,4816193,8629,4,2,92.9308,0,0,0,0,0,0,0,0,0,0
9999,1,8,44,1,87,4863300,4816193,18186,5,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,45,1,89,4863300,4816193,355730,9,8,99.9016,0,0,0,0,0,0,0,0,0,0
9999,1,8,46,1,91,4863300,4816193,19559,6,5,99.3268,0,0,0,0,0,0,0,0,0,0
9999,1,8,47,1,93,4863300,4816193,29971,8,8,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,48,1,95,4863300,4816193,94817,8,8,99.9205,0,0,0,0,0,0,0,0,0,0
9999,1,8,49,1,97,4863300,4816193,414817,14,14,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,50,1,99,4863300,4816193,21369,4,4,92.2832,0,0,0,0,0,0,0,0,0,0
9999,1,8,51,1,101,4863300,4816193,225350,12,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,52,1,103,4863300,4816193,119273,7,6,99.7701,0,0,0,0,0,0,0,0,0,0
9999,1,8,53,1,105,4863300,4816193,5768,3,2,80.3282,0,0,0,0,0,0,0,0,0,0
9999,1,8,54,1,107,4863300,4816193,21057,6,5,80.2295,0,0,0,0,0,0,0,0,0,0
9999,1,8,55,1,109,4863300,4816193,32987,4,4,99.5018,0,0,0,0,0,0,0,0,0,0
9999,1,8,56,1,111,4863300,4816193,22604,6,4,92.5478,0,0,0,0,0,0,0,0,0,0
9999,1,8,57,1,113,4863300,4816193,60275,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,58,1,115,4863300,4816193,87533,11,13,98.9544,0,0,0,0,0,0,0,0,0,0
9999,1,8,59,1,117,4863300,4816193,210839,9,13,99.4692,0,0,0,0,0,0,0,0,0,0
9999,1,8,60,1,119,4863300,4816193,12948,5,5,79.6075,0,0,0,0,0,0,0,0,0,0
9999,1,8,61,1,121,4863300,4816193,80431,6,7,98.8316,0,0,0,0,0,0,0,0,0,0
9999,1,8,62,1,123,4863300,4816193,39819,6,6,99.2131,0,0,0,0,0,0,0,0,0,0
9999,1,8,63,1,125,4863300,4816193,205334,8,10,99.9129,0,0,0,0,0,0,0,0,0,0
9999,1,8,64,1,127,4863300,4816193,64802,9,8,99.0993,0,0,0,0,0,0,0,0,0,0
9999,1,8,65,1,129,4863300,4816193,16608,4,4,98.6954,0,0,0,0,0,0,0,0,0,0
9999,1,8,66,1,131,4863300,4816193,10936,3,3,94.16,0,0,0,0,0,0,0,0,0,0
9999,1,8,67,1,133,4863300,4816193,23717,6,6,84.6956,0,0,0,0,0,0,0,0,0,0
9999,1,8,68,1,777,4863300,4816193,0,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,69,2,13,741894,738566,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9999,1,8,70,2,16,741894,738566,4517,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,71,2,20,741894,738566,299097,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,72,2,50,741894,738566,6522,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,73,2,60,741894,738566,870,1,1,100,0,0,0,0,0,0,0,0,0,0
