STUDYNO,EDITION,PART,IDNO,FIPS_ST,FIPS_CTY,SPOPARST,SPOPCRIM,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,SVIOL,SPROPERTY,SMURDER,SRAPE,SROBBERY,SAGASSLT,SBURGLRY,SLARCENY,SMVTHEFT,SARSON
9999,1,8,654,17,99,12801539,12401228,106471,16,14,100,2,2,0,1,0,1,0,1,0,3
9999,1,8,655,17,101,12801539,12401228,7613,5,2,72.1091,0,0,0,0,0,0,0,0,0,0
9999,1,8,656,17,103,12801539,12401228,34153,5,5,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,657,17,105,12801539,12401228,36071,5,5,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,658,17,107,12801539,12401228,27558,4,3,100,0,0,0,0,0,0,0,0,0,1
9999,1,8,659,17,109,12801539,12401228,30931,7,5,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,660,17,111,12801539,12401228,300741,26,25,99.3616,5,5,0,2,0,3,1,3,1,8
9999,1,8,661,17,113,12801539,12401228,172007,15,12,98.7355,3,3,0,1,0,2,1,2,1,5
9999,1,8,662,17,115,12801539,12401228,104998,9,8,100,2,2,0,1,0,1,0,1,0,3
9999,1,8,663,17,117,12801539,12401228,44412,12,10,97.5091,1,1,0,0,0,0,0,0,0,1
9999,1,8,664,17,119,12801539,12401228,238139,31,24,99.9586,4,4,0,1,0,2,1,2,1,6
9999,1,8,665,17,121,12801539,12401228,36318,7,5,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,666,17,123,12801539,12401228,11730,5,5,97.2293,0,0,0,0,0,0,0,0,0,0
9999,1,8,667,17,125,12801539,12401228,9499,5,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,668,17,127,12801539,12401228,14570,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,669,17,129,12801539,12401228,12331,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,670,17,131,12801539,12401228,15672,2,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,671,17,133,12801539,12401228,33889,4,4,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,672,17,135,12801539,12401228,26880,10,6,99.5666,0,0,0,0,0,0,0,0,0,1
9999,1,8,673,17,137,12801539,12401228,32941,6,4,99.1783,1,1,0,0,0,0,0,0,0,1
9999,1,8,674,17,139,12801539,12401228,1913,4,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,675,17,141,12801539,12401228,41799,7,7,98.0964,1,1,0,0,0,0,0,0,0,1
9999,1,8,676,17,143,12801539,12401228,184840,11,7,100,3,3,0,1,0,2,1,2,1,5
9999,1,8,677,17,145,12801539,12401228,20683,5,3,100,0,0,0,0,0,0,0,0,0,1
9999,1,8,678,17,147,12801539,12401228,14308,4,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,679,17,149,12801539,12401228,15833,5,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,680,17,151,12801539,12401228,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9999,1,8,681,17,153,12801539,12401228,0,4,0,0,0,0,0,0,0,0,0,0,0,0
9999,1,8,682,17,155,12801539,12401228,4251,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,683,17,157,12801539,12401228,30212,8,5,88.968,1,0,0,0,0,0,0,0,0,1
9999,1,8,684,17,159,12801539,12401228,15914,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,685,17,161,12801539,12401228,145124,13,10,100,3,2,0,1,0,1,0,1,1,4
9999,1,8,686,17,163,12801539,12401228,259216,30,30,98.743,5,4,0,1,0,3,1,2,1,7
9999,1,8,687,17,165,12801539,12401228,22734,5,4,100,0,0,0,0,0,0,0,0,0,1
9999,1,8,688,17,167,12801539,12401228,193672,33,23,99.7374,3,3,0,1,0,2,1,2,1,5
9999,1,8,689,17,169,12801539,12401228,6900,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,690,17,171,12801539,12401228,3521,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,691,17,173,12801539,12401228,16975,5,5,18.4389,0,0,0,0,0,0,0,0,0,0
9999,1,8,692,17,175,12801539,12401228,3628,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,693,17,177,12801539,12401228,41218,7,3,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,694,17,179,12801539,12401228,127347,20,16,100,2,2,0,1,0,1,0,1,0,3
9999,1,8,695,17,181,12801539,12401228,15497,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,696,17,183,12801539,12401228,77167,18,17,100,1,1,0,0,0,1,0,1,0,2
9999,1,8,697,17,185,12801539,12401228,11415,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,698,17,187,12801539,12401228,17406,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,699,17,189,12801539,12401228,13373,4,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,700,17,191,12801539,12401228,5019,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,701,17,193,12801539,12401228,8525,7,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,702,17,195,12801539,12401228,55148,12,8,100,1,1,0,0,0,1,0,1,0,1
9999,1,8,703,17,197,12801539,12401228,678801,32,36,99.7227,12,11,1,4,1,7,2,6,3,18
9999,1,8,704,17,199,12801539,12401228,63856,9,7,78.9562,1,1,0,0,0,1,0,1,0,2
9999,1,8,705,17,201,12801539,12401228,280596,17,11,100,5,5,0,1,0,3,1,3,1,8
9999,1,8,706,17,203,12801539,12401228,32300,8,5,100,1,1,0,0,0,0,0,0,0,1
9999,1,8,707,18,1,6633053,5426944,13574,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,708,18,3,6633053,5426944,370245,4,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,709,18,5,6633053,5426944,81884,3,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,710,18,7,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,711,18,9,6633053,5426944,12045,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,712,18,11,6633053,5426944,33727,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,713,18,13,6633053,5426944,14902,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,714,18,15,6633053,5426944,2850,3,2,25,0,0,0,0,0,0,0,0,0,0
9999,1,8,715,18,17,6633053,5426944,37705,3,3,46.9407,0,0,0,0,0,0,0,0,0,0
9999,1,8,716,18,19,6633053,5426944,116118,6,6,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,717,18,21,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,718,18,23,6633053,5426944,32425,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,719,18,25,6633053,5426944,10415,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,720,18,27,6633053,5426944,33075,3,3,96.9284,0,0,0,0,0,0,0,0,0,0
9999,1,8,721,18,29,6633053,5426944,8634,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,722,18,31,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,723,18,33,6633053,5426944,42560,5,5,83.3216,0,0,0,0,0,0,0,0,0,0
9999,1,8,724,18,35,6633053,5426944,116442,4,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,725,18,37,6633053,5426944,21561,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,726,18,39,6633053,5426944,91996,5,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,727,18,41,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,728,18,43,6633053,5426944,73761,5,4,83.3679,0,0,0,0,0,0,0,0,0,0
9999,1,8,729,18,45,6633053,5426944,0,4,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,730,18,47,6633053,5426944,22787,2,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,731,18,49,6633053,5426944,14138,3,2,75,0,0,0,0,0,0,0,0,0,0
9999,1,8,732,18,51,6633053,5426944,22696,4,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,733,18,53,6633053,5426944,67455,5,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,734,18,55,6633053,5426944,27750,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,735,18,57,6633053,5426944,219905,6,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,736,18,59,6633053,5426944,72838,4,4,94.4585,0,0,0,0,0,0,0,0,0,0
9999,1,8,737,18,61,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,738,18,63,6633053,5426944,160447,6,6,92.0227,0,0,0,0,0,0,0,0,0,0
9999,1,8,739,18,65,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,740,18,67,6633053,5426944,81251,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,741,18,69,6633053,5426944,18197,4,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,742,18,71,6633053,5426944,44282,4,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,743,18,73,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,744,18,75,6633053,5426944,18871,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,745,18,77,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,746,18,79,6633053,5426944,27725,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,747,18,81,6633053,5426944,149927,8,7,97.1356,0,0,0,0,0,0,0,0,0,0
9999,1,8,748,18,83,6633053,5426944,34869,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,749,18,85,6633053,5426944,73755,4,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,750,18,87,6633053,5426944,39067,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,751,18,89,6633053,5426944,454581,20,18,98.3294,0,0,0,0,0,0,0,0,0,0
9999,1,8,752,18,91,6633053,5426944,107359,9,7,95.1763,0,0,0,0,0,0,0,0,0,0
9999,1,8,753,18,93,6633053,5426944,41042,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,754,18,95,6633053,5426944,126593,6,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,755,18,97,6633053,5426944,944075,11,10,98.2993,0,1,0,0,0,0,0,1,0,0
9999,1,8,756,18,99,6633053,5426944,14598,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,757,18,101,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,758,18,103,6633053,5426944,35604,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,759,18,105,6633053,5426944,145664,5,5,96.8944,0,0,0,0,0,0,0,0,0,0
9999,1,8,760,18,107,6633053,5426944,16047,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,761,18,109,6633053,5426944,9675,4,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,762,18,111,6633053,5426944,13933,2,2,83.3333,0,0,0,0,0,0,0,0,0,0
9999,1,8,763,18,113,6633053,5426944,47686,5,5,98.7832,0,0,0,0,0,0,0,0,0,0
9999,1,8,764,18,115,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,765,18,117,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,766,18,119,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,767,18,121,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,768,18,123,6633053,5426944,7253,4,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,769,18,125,6633053,5426944,10178,3,2,25,0,0,0,0,0,0,0,0,0,0
9999,1,8,770,18,127,6633053,5426944,160570,9,6,70.8697,0,0,0,0,0,0,0,0,0,0
9999,1,8,771,18,129,6633053,5426944,18868,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,772,18,131,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,773,18,133,6633053,5426944,0,4,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,774,18,135,6633053,5426944,8152,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,775,18,137,6633053,5426944,4948,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,776,18,139,6633053,5426944,6028,3,2,75,0,0,0,0,0,0,0,0,0,0
9999,1,8,777,18,141,6633053,5426944,267585,8,6,99.5953,0,0,0,0,0,0,0,0,0,0
9999,1,8,778,18,143,6633053,5426944,19478,4,3,94.5139,0,0,0,0,0,0,0,0,0,0
9999,1,8,779,18,145,6633053,5426944,44418,3,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,780,18,147,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,781,18,149,6633053,5426944,1733,4,2,25,0,0,0,0,0,0,0,0,0,0
9999,1,8,782,18,151,6633053,5426944,25695,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,783,18,153,6633053,5426944,16652,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,784,18,155,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,785,18,157,6633053,5426944,185801,7,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,786,18,159,6633053,5426944,15117,3,4,83.4474,0,0,0,0,0,0,0,0,0,0
9999,1,8,787,18,161,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,788,18,163,6633053,5426944,181906,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,789,18,165,6633053,5426944,4799,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,790,18,167,6633053,5426944,105459,5,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,791,18,169,6633053,5426944,21604,4,3,86.241,0,0,0,0,0,0,0,0,0,0
9999,1,8,792,18,171,6633053,5426944,0,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,793,18,173,6633053,5426944,62186,3,3,84.1595,0,0,0,0,0,0,0,0,0,0
9999,1,8,794,18,175,6633053,5426944,0,3,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,795,18,177,6633053,5426944,29040,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,796,18,179,6633053,5426944,27964,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,797,18,181,6633053,5426944,24166,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,798,18,183,6633053,5426944,10608,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,799,19,1,3134693,3113470,7133,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,800,19,3,3134693,3113470,3746,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,801,19,5,3134693,3113470,13773,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,802,19,7,3134693,3113470,12444,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,803,19,9,3134693,3113470,5699,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,804,19,11,3134693,3113470,25539,3,3,78.6399,0,0,0,0,0,0,0,0,0,0
9999,1,8,805,19,13,3134693,3113470,133706,5,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,806,19,15,3134693,3113470,26675,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,807,19,17,3134693,3113470,24771,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,808,19,19,3134693,3113470,21050,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,809,19,21,3134693,3113470,20496,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,810,19,23,3134693,3113470,14894,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,811,19,25,3134693,3113470,9734,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,812,19,27,3134693,3113470,20401,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,813,19,29,3134693,3113470,13307,2,2,91.507,0,0,0,0,0,0,0,0,0,0
9999,1,8,814,19,31,3134693,3113470,18281,3,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,815,19,33,3134693,3113470,42734,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,816,19,35,3134693,3113470,11452,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,817,19,37,3134693,3113470,12013,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,818,19,39,3134693,3113470,9235,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,819,19,41,3134693,3113470,16456,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,820,19,43,3134693,3113470,17531,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,821,19,45,3134693,3113470,47430,4,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,822,19,47,3134693,3113470,17054,2,2,87.7815,0,0,0,0,0,0,0,0,0,0
9999,1,8,823,19,49,3134693,3113470,83000,4,7,93.9199,0,0,0,0,0,0,0,0,0,0
9999,1,8,824,19,51,3134693,3113470,8755,2,2,53.2153,0,0,0,0,0,0,0,0,0,0
9999,1,8,825,19,53,3134693,3113470,8168,2,2,48.7594,0,0,0,0,0,0,0,0,0,0
9999,1,8,826,19,55,3134693,3113470,17303,2,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,827,19,57,3134693,3113470,39952,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,828,19,59,3134693,3113470,17174,3,3,95.7373,0,0,0,0,0,0,0,0,0,0
9999,1,8,829,19,61,3134693,3113470,97625,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,830,19,63,3134693,3113470,9655,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,831,19,65,3134693,3113470,20107,3,3,88.0937,0,0,0,0,0,0,0,0,0,0
9999,1,8,832,19,67,3134693,3113470,15868,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,833,19,69,3134693,3113470,10202,2,2,41.7173,0,0,0,0,0,0,0,0,0,0
9999,1,8,834,19,71,3134693,3113470,6795,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,835,19,73,3134693,3113470,8950,2,2,59.9944,0,0,0,0,0,0,0,0,0,0
9999,1,8,836,19,75,3134693,3113470,12411,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,837,19,77,3134693,3113470,10606,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,838,19,79,3134693,3113470,15078,2,2,87.8797,0,0,0,0,0,0,0,0,0,0
9999,1,8,839,19,81,3134693,3113470,10892,2,3,78.6265,0,0,0,0,0,0,0,0,0,0
9999,1,8,840,19,83,3134693,3113470,17306,3,3,84.4216,0,0,0,0,0,0,0,0,0,0
9999,1,8,841,19,85,3134693,3113470,14114,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,842,19,87,3134693,3113470,19887,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,843,19,89,3134693,3113470,9365,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,844,19,91,3134693,3113470,9492,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,845,19,93,3134693,3113470,7009,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,846,19,95,3134693,3113470,16388,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,847,19,97,3134693,3113470,19338,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,848,19,99,3134693,3113470,36771,4,4,96.759,0,0,0,0,0,0,0,0,0,0
9999,1,8,849,19,101,3134693,3113470,17677,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,850,19,103,3134693,3113470,146764,5,6,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,851,19,105,3134693,3113470,20392,3,3,45.5375,0,0,0,0,0,0,0,0,0,0
9999,1,8,852,19,107,3134693,3113470,10081,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,853,19,109,3134693,3113470,15070,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,854,19,111,3134693,3113470,34886,4,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,855,19,113,3134693,3113470,221256,6,6,99.7501,0,0,0,0,0,0,0,0,0,0
9999,1,8,856,19,115,3134693,3113470,11133,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,857,19,117,3134693,3113470,8627,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,858,19,119,3134693,3113470,11763,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,859,19,121,3134693,3113470,15732,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,860,19,123,3134693,3113470,22274,3,3,94.2085,0,0,0,0,0,0,0,0,0,0
9999,1,8,861,19,125,3134693,3113470,26016,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,862,19,127,3134693,3113470,40693,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,863,19,129,3134693,3113470,14779,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,864,19,131,3134693,3113470,10820,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,865,19,133,3134693,3113470,8915,2,2,32.0695,0,0,0,0,0,0,0,0,0,0
9999,1,8,866,19,135,3134693,3113470,7959,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,867,19,137,3134693,3113470,5424,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,868,19,139,3134693,3113470,42999,4,5,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,869,19,141,3134693,3113470,13881,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,870,19,143,3134693,3113470,6087,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,871,19,145,3134693,3113470,15422,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,872,19,147,3134693,3113470,9068,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,873,19,149,3134693,3113470,24727,2,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,874,19,151,3134693,3113470,6945,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,875,19,153,3134693,3113470,474404,11,12,99.4437,0,0,0,0,0,0,0,0,0,0
9999,1,8,876,19,155,3134693,3113470,93585,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,877,19,157,3134693,3113470,18451,2,2,70.5219,0,0,0,0,0,0,0,0,0,0
9999,1,8,878,19,159,3134693,3113470,5049,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,879,19,161,3134693,3113470,7811,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,880,19,163,3134693,3113470,172845,10,9,99.4579,0,0,0,0,0,0,0,0,0,0
9999,1,8,881,19,165,3134693,3113470,11862,2,2,56.1668,0,0,0,0,0,0,0,0,0,0
9999,1,8,882,19,167,3134693,3113470,35128,5,6,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,883,19,169,3134693,3113470,90366,5,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,884,19,171,3134693,3113470,17233,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,885,19,173,3134693,3113470,6173,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,886,19,175,3134693,3113470,12439,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,887,19,177,3134693,3113470,7291,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,888,19,179,3134693,3113470,35024,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,889,19,181,3134693,3113470,49021,4,6,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,890,19,183,3134693,3113470,22324,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,891,19,185,3134693,3113470,6372,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,892,19,187,3134693,3113470,36854,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,893,19,189,3134693,3113470,10547,2,2,67.4173,0,0,0,0,0,0,0,0,0,0
9999,1,8,894,19,191,3134693,3113470,20607,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,895,19,193,3134693,3113470,102705,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,896,19,195,3134693,3113470,7554,1,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,897,19,197,3134693,3113470,12670,4,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,898,20,1,2907289,2597257,10153,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,899,20,3,2907289,2597257,7309,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,900,20,5,2907289,2597257,16220,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,901,20,7,2907289,2597257,3785,3,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,902,20,9,2907289,2597257,26846,5,5,79.2818,0,1,0,0,0,0,0,0,0,0
9999,1,8,903,20,11,2907289,2597257,14550,3,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,904,20,13,2907289,2597257,9684,3,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,905,20,15,2907289,2597257,65854,10,8,100,1,2,0,0,0,1,0,1,0,0
9999,1,8,906,20,17,2907289,2597257,2643,1,1,83.3333,0,0,0,0,0,0,0,0,0,0
9999,1,8,907,20,19,2907289,2597257,2311,3,2,77.2826,0,0,0,0,0,0,0,0,0,0
9999,1,8,908,20,21,2907289,2597257,19587,5,4,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,909,20,23,2907289,2597257,2657,2,2,95.7439,0,0,0,0,0,0,0,0,0,0
9999,1,8,910,20,25,2907289,2597257,2065,1,1,91.6667,0,0,0,0,0,0,0,0,0,0
9999,1,8,911,20,27,2907289,2597257,8265,3,3,97.0569,0,0,0,0,0,0,0,0,0,0
9999,1,8,912,20,29,2907289,2597257,9110,2,2,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,913,20,31,2907289,2597257,7740,5,4,91.9778,0,0,0,0,0,0,0,0,0,0
9999,1,8,914,20,33,2907289,2597257,528,3,1,0,0,0,0,0,0,0,0,0,0,0
9999,1,8,915,20,35,2907289,2597257,34495,6,4,100,0,1,0,0,0,0,0,1,0,0
9999,1,8,916,20,37,2907289,2597257,38707,9,8,98.907,1,1,0,0,0,0,0,1,0,0
9999,1,8,917,20,39,2907289,2597257,1758,2,1,91.6667,0,0,0,0,0,0,0,0,0,0
9999,1,8,918,20,41,2907289,2597257,19107,4,4,96.4097,0,0,0,0,0,0,0,0,0,0
9999,1,8,919,20,43,2907289,2597257,7726,5,5,93.6319,0,0,0,0,0,0,0,0,0,0
9999,1,8,920,20,45,2907289,2597257,0,5,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,921,20,47,2907289,2597257,2506,2,1,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,922,20,49,2907289,2597257,2541,2,2,62.6722,0,0,0,0,0,0,0,0,0,0
9999,1,8,923,20,51,2907289,2597257,28994,5,5,99.6468,0,1,0,0,0,0,0,0,0,0
9999,1,8,924,20,53,2907289,2597257,5091,5,3,100,0,0,0,0,0,0,0,0,0,0
9999,1,8,925,20,55,2907289,2597257,36953,4,4,100,1,1,0,0,0,0,0,1,0,0
9999,1,8,926,20,57,2907289,2597257,34454,5,5,99.8038,0,1,0,0,0,0,0,1,0,0
