crime_type,agency_name,county,state,state_name,latitude,longitude,age 0-9,age 10-19,age 20-29,age 30-39,age 40-49,age 50-59,age 60-69,age 70-79,age 80-89,age 90-Older,age Unknown,total_crimes
property-crime,Bath Township Police Department,CLINTON,MI,Michigan,42.950455,-84.591695,0,4,7,10,1,1,0,1,0,0,0,24
violent-crime,Bath Township Police Department,CLINTON,MI,Michigan,42.950455,-84.591695,1,2,7,5,0,1,0,0,0,0,0,16
property-crime,Yale Police Department,ST CLAIR,MI,Michigan,43.128864,-82.79968000000001,0,5,0,1,1,1,2,0,0,1,0,11
violent-crime,Yale Police Department,ST CLAIR,MI,Michigan,43.128864,-82.79968000000001,0,4,6,0,2,1,0,0,0,0,0,13
property-crime,Newaygo County Sheriff's Office,NEWAYGO,MI,Michigan,43.562709000000005,-85.791423,0,6,47,24,21,11,2,2,0,1,9,123
violent-crime,Newaygo County Sheriff's Office,NEWAYGO,MI,Michigan,43.562709000000005,-85.791423,4,15,16,14,12,6,3,1,1,0,4,76
property-crime,Warren Police Department,MACOMB,MI,Michigan,42.671467,-82.91086899999999,6,330,529,345,197,138,29,5,0,1,280,1860
violent-crime,Warren Police Department,MACOMB,MI,Michigan,42.671467,-82.91086899999999,4,130,282,142,67,46,14,1,0,0,63,749
property-crime,Lawton Police Department,VAN BUREN,MI,Michigan,42.283986,-86.305696,0,1,10,2,2,2,0,0,0,0,0,17
violent-crime,Lawton Police Department,VAN BUREN,MI,Michigan,42.283986,-86.305696,0,0,4,2,0,2,0,0,0,0,0,8
property-crime,St. Joseph Township Police Department,BERRIEN,MI,Michigan,41.792639,-86.741822,0,15,29,23,9,6,0,1,0,0,2,85
violent-crime,St. Joseph Township Police Department,BERRIEN,MI,Michigan,41.792639,-86.741822,0,0,1,2,1,3,0,0,0,0,0,7
property-crime,Chesaning Police Department,SAGINAW,MI,Michigan,43.328267,-84.05541,0,0,1,1,0,1,0,0,0,3,2,8
violent-crime,Chesaning Police Department,SAGINAW,MI,Michigan,43.328267,-84.05541,0,0,1,0,0,0,0,1,0,0,1,3
property-crime,State Police: Gratiot County,GRATIOT,MI,Michigan,43.3188,-84.60743000000001,0,4,2,1,1,0,0,0,0,0,0,8
violent-crime,State Police: Gratiot County,GRATIOT,MI,Michigan,43.3188,-84.60743000000001,0,10,8,4,2,0,0,0,0,0,1,25
property-crime,Otisville Police Department,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Livonia Police Department,WAYNE,MI,Michigan,42.284664,-83.261953,0,158,359,240,117,90,27,5,3,0,126,1125
violent-crime,Livonia Police Department,WAYNE,MI,Michigan,42.284664,-83.261953,0,20,42,27,11,16,3,0,0,1,8,128
property-crime,State Police: Oscoda County,OSCODA,MI,Michigan,44.685121,-84.124894,0,0,0,0,0,1,2,0,0,0,0,3
violent-crime,State Police: Oscoda County,OSCODA,MI,Michigan,44.685121,-84.124894,0,0,0,2,0,0,0,0,0,0,0,2
property-crime,Holly Police Department,OAKLAND,MI,Michigan,42.7903,-83.626366,0,14,6,7,3,2,0,0,0,0,12,44
violent-crime,Holly Police Department,OAKLAND,MI,Michigan,42.7903,-83.626366,0,1,2,1,0,0,0,0,0,0,0,4
property-crime,Bay City Police Department,BAY,MI,Michigan,43.608883,-83.85207,1,152,157,132,54,32,11,5,0,0,10,554
violent-crime,Bay City Police Department,BAY,MI,Michigan,43.608883,-83.85207,3,71,66,33,17,16,3,0,0,0,8,217
property-crime,Plainwell Police Department,ALLEGAN,MI,Michigan,42.44314,-85.64188,0,15,9,3,2,5,1,0,0,0,33,68
violent-crime,Plainwell Police Department,ALLEGAN,MI,Michigan,42.44314,-85.64188,0,4,2,3,2,0,0,0,0,0,1,12
property-crime,State Police: Oceana County,OCEANA,MI,Michigan,43.688744,-86.36925500000001,0,8,20,18,7,2,0,0,0,0,0,55
violent-crime,State Police: Oceana County,OCEANA,MI,Michigan,43.688744,-86.36925500000001,0,5,3,3,0,0,0,0,0,0,0,11
property-crime,Saginaw Police Department,SAGINAW,MI,Michigan,43.328267,-84.05541,4,107,164,103,62,42,20,0,0,8,527,1037
violent-crime,Saginaw Police Department,SAGINAW,MI,Michigan,43.328267,-84.05541,5,111,217,121,74,29,10,2,0,4,167,740
property-crime,Kent County Sheriff's Office,KENT,MI,Michigan,42.976032000000004,-85.63003499999999,6,446,463,354,159,405,25,9,0,0,21,1888
violent-crime,Kent County Sheriff's Office,KENT,MI,Michigan,42.976032000000004,-85.63003499999999,1,93,87,55,42,54,11,4,0,0,2,349
property-crime,Ovid Police Department,SHIAWASSEE; CLINTON,MI,Michigan,43.005309999999994,-84.371284,0,1,1,1,0,0,0,0,0,0,0,3
violent-crime,Ovid Police Department,SHIAWASSEE; CLINTON,MI,Michigan,43.005309999999994,-84.371284,0,0,1,2,0,0,0,0,0,0,0,3
property-crime,Wolverine Lake Police Department,OAKLAND,MI,Michigan,42.562164,-83.48459,0,2,4,1,1,2,0,0,0,0,0,10
violent-crime,Wolverine Lake Police Department,OAKLAND,MI,Michigan,42.562164,-83.48459,0,2,2,1,2,0,0,0,0,0,0,7
property-crime,Harbor Beach Police Department,HURON,MI,Michigan,43.84158,-82.66268000000001,1,8,12,7,1,5,0,0,0,0,0,34
violent-crime,Harbor Beach Police Department,HURON,MI,Michigan,43.84158,-82.66268000000001,0,1,1,4,1,0,0,0,0,0,0,7
property-crime,Grosse Pointe Park Police Department,WAYNE,MI,Michigan,42.284664,-83.261953,0,24,20,10,8,1,4,0,0,0,12,79
violent-crime,Grosse Pointe Park Police Department,WAYNE,MI,Michigan,42.284664,-83.261953,0,11,8,3,0,3,0,0,0,0,1,26
property-crime,Zilwaukee Police Department,SAGINAW,MI,Michigan,43.479378000000004,-83.91974,1,5,2,0,1,0,0,0,0,0,3,12
violent-crime,Zilwaukee Police Department,SAGINAW,MI,Michigan,43.479378000000004,-83.91974,1,0,0,0,0,0,0,0,0,0,0,1
property-crime,Romeo Police Department,MACOMB,MI,Michigan,42.80256,-83.014206,0,3,4,8,3,1,0,0,0,0,2,21
violent-crime,Romeo Police Department,MACOMB,MI,Michigan,42.80256,-83.014206,0,1,0,3,0,0,0,0,0,0,1,5
property-crime,Ypsilanti Police Department,WASHTENAW,MI,Michigan,42.24095,-83.61891999999999,1,38,57,48,27,20,5,1,0,0,66,263
violent-crime,Ypsilanti Police Department,WASHTENAW,MI,Michigan,42.24095,-83.61891999999999,0,33,63,30,31,11,3,1,0,0,33,205
property-crime,Oakland Community College,OAKLAND,MI,Michigan,42.64929,-83.23523,0,1,4,1,0,0,0,1,1,0,0,8
violent-crime,Oakland Community College,OAKLAND,MI,Michigan,42.64929,-83.23523,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,State Police: Ottawa County,OTTAWA,MI,Michigan,42.942346,-86.655342,0,4,0,0,1,0,0,0,0,0,0,5
violent-crime,State Police: Ottawa County,OTTAWA,MI,Michigan,42.942346,-86.655342,0,1,1,0,0,0,0,0,0,0,0,2
property-crime,State Police: Charlevoix County,CHARLEVOIX,MI,Michigan,44.770984999999996,-85.496765,0,0,1,2,3,0,0,0,0,0,0,6
violent-crime,State Police: Charlevoix County,CHARLEVOIX,MI,Michigan,44.770984999999996,-85.496765,0,1,1,3,0,1,0,0,0,0,0,6
property-crime,Pleasant Ridge Police Department,OAKLAND,MI,Michigan,42.470783000000004,-83.14181500000001,0,2,4,3,3,1,0,0,0,0,4,17
property-crime,Grant Police Department,NEWAYGO,MI,Michigan,43.562709000000005,-85.791423,0,10,5,2,5,2,0,1,0,0,1,26
violent-crime,Grant Police Department,NEWAYGO,MI,Michigan,43.562709000000005,-85.791423,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Mackinac Island Police Department,MACKINAC,MI,Michigan,46.167981,-85.303756,0,1,1,0,0,0,1,1,0,0,4,8
violent-crime,Mackinac Island Police Department,MACKINAC,MI,Michigan,46.167981,-85.303756,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Northville Police Department,WAYNE; OAKLAND,MI,Michigan,42.43098,-83.48478,0,0,2,2,3,2,0,0,0,0,12,21
violent-crime,Northville Police Department,WAYNE; OAKLAND,MI,Michigan,42.43098,-83.48478,0,0,3,0,2,0,0,0,0,0,0,5
property-crime,State Police: Delta County,DELTA,MI,Michigan,45.841377,-87.01853,0,9,9,9,4,3,1,2,0,0,0,37
violent-crime,State Police: Delta County,DELTA,MI,Michigan,45.841377,-87.01853,0,3,1,2,0,1,1,0,0,0,0,8
property-crime,Clio Police Department,GENESEE,MI,Michigan,43.177414,-83.7401,0,1,4,6,3,0,2,0,0,0,5,21
violent-crime,Clio Police Department,GENESEE,MI,Michigan,43.177414,-83.7401,0,0,1,0,0,2,0,0,0,0,0,3
property-crime,Mount Morris Police Department,GENESEE,MI,Michigan,43.118168,-83.69442,0,15,7,8,7,4,0,0,0,0,5,46
violent-crime,Mount Morris Police Department,GENESEE,MI,Michigan,43.118168,-83.69442,0,2,5,2,2,0,0,0,0,0,0,11
property-crime,State Police: Gogebic County,GOGEBIC,MI,Michigan,46.477707,-89.94104,0,3,6,5,2,1,2,1,0,0,0,20
violent-crime,State Police: Gogebic County,GOGEBIC,MI,Michigan,46.477707,-89.94104,0,0,2,1,2,0,0,0,0,0,0,5
property-crime,Farmington Police Department,OAKLAND,MI,Michigan,42.451523,-83.32775,0,8,22,15,10,2,0,0,0,0,19,76
violent-crime,Farmington Police Department,OAKLAND,MI,Michigan,42.451523,-83.32775,0,1,4,0,0,0,0,0,0,0,0,5
property-crime,Iosco County Sheriff's Office,IOSCO,MI,Michigan,44.329482,-82.849447,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Iosco County Sheriff's Office,IOSCO,MI,Michigan,44.329482,-82.849447,0,0,0,0,0,0,0,1,0,0,0,1
property-crime,Wyoming Police Department,KENT,MI,Michigan,42.921856,-85.69716,1,293,361,263,154,89,35,3,0,0,27,1226
violent-crime,Wyoming Police Department,KENT,MI,Michigan,42.921856,-85.69716,1,68,123,56,36,14,6,0,0,0,10,314
property-crime,Grand Blanc Police Department,GENESEE,MI,Michigan,42.92463,-83.63371,1,7,20,11,9,3,3,0,0,0,9,63
violent-crime,Grand Blanc Police Department,GENESEE,MI,Michigan,42.92463,-83.63371,0,2,4,0,1,0,0,1,0,0,2,10
property-crime,Menominee Police Department,MENOMINEE,MI,Michigan,45.121506,-87.61336,0,8,16,37,10,8,2,2,0,0,1,84
violent-crime,Menominee Police Department,MENOMINEE,MI,Michigan,45.121506,-87.61336,0,3,9,9,3,3,1,0,0,0,0,28
property-crime,St. Clair County Sheriff's Office,ST CLAIR,MI,Michigan,42.942479999999996,-82.48136,0,106,168,131,61,35,12,0,1,0,38,552
violent-crime,St. Clair County Sheriff's Office,ST CLAIR,MI,Michigan,42.942479999999996,-82.48136,0,35,59,45,33,30,1,1,0,1,7,212
property-crime,Birch Run Police Department,SAGINAW,MI,Michigan,43.249733,-83.79098499999999,0,8,55,32,8,3,2,0,0,0,45,153
violent-crime,Birch Run Police Department,SAGINAW,MI,Michigan,43.249733,-83.79098499999999,0,2,0,0,0,0,0,0,0,0,0,2
property-crime,Saginaw Township Police Department,SAGINAW,MI,Michigan,43.328267,-84.05541,0,142,217,154,94,66,21,2,0,0,49,745
violent-crime,Saginaw Township Police Department,SAGINAW,MI,Michigan,43.328267,-84.05541,1,20,30,18,13,7,3,0,0,0,11,103
property-crime,Lapeer Township Police Department,LAPEER,MI,Michigan,43.014977,-83.282646,0,3,2,1,0,0,0,0,0,0,0,6
property-crime,Inkster Police Department,WAYNE,MI,Michigan,42.295353000000006,-83.30953000000001,3,44,117,56,31,17,4,0,0,2,63,337
violent-crime,Inkster Police Department,WAYNE,MI,Michigan,42.295353000000006,-83.30953000000001,1,53,143,73,46,26,6,0,0,1,38,387
property-crime,Houghton County Sheriff's Office,HOUGHTON,MI,Michigan,46.998196,-88.651984,0,11,3,5,2,2,0,0,0,0,0,23
violent-crime,Houghton County Sheriff's Office,HOUGHTON,MI,Michigan,46.998196,-88.651984,0,0,1,1,0,1,0,0,0,0,0,3
property-crime,State Police: Clinton County,CLINTON,MI,Michigan,42.950455,-84.591695,0,2,4,3,4,4,0,0,0,0,0,17
violent-crime,State Police: Clinton County,CLINTON,MI,Michigan,42.950455,-84.591695,0,0,0,1,5,0,0,0,0,0,0,6
property-crime,Cambridge Township Police Department,LENAWEE,MI,Michigan,42.008884,-84.18841,0,4,8,5,0,0,2,0,0,0,2,21
violent-crime,Cambridge Township Police Department,LENAWEE,MI,Michigan,42.008884,-84.18841,0,1,1,2,0,0,0,0,0,0,0,4
property-crime,Grosse Pointe Shores Police Department,MACOMB; WAYNE,MI,Michigan,42.4363,-82.87604,0,2,0,2,0,0,0,0,0,0,0,4
property-crime,Clay Township Police Department,ST CLAIR,MI,Michigan,42.928803,-82.668913,0,13,6,14,7,2,0,1,0,0,56,99
violent-crime,Clay Township Police Department,ST CLAIR,MI,Michigan,42.928803,-82.668913,0,3,0,6,4,3,1,0,0,0,1,18
property-crime,Portland Police Department,IONIA,MI,Michigan,42.86838,-84.89549,0,2,14,13,3,0,0,0,0,0,0,32
violent-crime,Portland Police Department,IONIA,MI,Michigan,42.86838,-84.89549,0,1,3,1,1,0,0,0,0,0,1,7
property-crime,Huron-Clinton Metropolitan Authority: Stony Creek Metropark,MACOMB,MI,Michigan,42.712234,-83.0749,0,0,2,0,0,0,0,0,0,0,0,2
violent-crime,Huron-Clinton Metropolitan Authority: Stony Creek Metropark,MACOMB,MI,Michigan,42.712234,-83.0749,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Lansing Police Department,EATON; INGHAM,MI,Michigan,42.733696,-84.55264,26,368,374,264,144,127,18,0,0,37,2502,3860
violent-crime,Lansing Police Department,EATON; INGHAM,MI,Michigan,42.733696,-84.55264,5,187,374,233,125,68,19,2,0,8,347,1368
property-crime,Roscommon County Sheriff's Office,ROSCOMMON,MI,Michigan,44.339517,-84.611271,0,29,16,10,11,5,1,1,1,0,0,74
violent-crime,Roscommon County Sheriff's Office,ROSCOMMON,MI,Michigan,44.339517,-84.611271,0,3,4,4,6,2,0,1,0,0,0,20
property-crime,State Police: Montmorency County,MONTMORENCY,MI,Michigan,45.024134000000004,-84.130107,0,8,1,0,2,5,0,0,0,0,0,16
violent-crime,State Police: Montmorency County,MONTMORENCY,MI,Michigan,45.024134000000004,-84.130107,0,2,0,0,0,0,1,0,0,0,0,3
property-crime,Ontonagon County Sheriff's Office,ONTONAGON,MI,Michigan,46.875,-89.31675,0,1,11,2,1,0,1,0,0,2,0,18
violent-crime,Ontonagon County Sheriff's Office,ONTONAGON,MI,Michigan,46.875,-89.31675,0,0,6,2,1,4,1,1,0,0,0,15
property-crime,Bishop International Airport,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,0,0,0,0,1,0,0,0,0,7,8
violent-crime,Bishop International Airport,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,New Era Police Department,OCEANA,MI,Michigan,43.647255,-86.807575,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,State Police: Genesee County,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,6,17,28,11,9,1,0,0,1,2,75
violent-crime,State Police: Genesee County,GENESEE,MI,Michigan,43.021077000000005,-83.706372,2,9,20,12,4,4,2,1,0,0,3,57
property-crime,Quincy Police Department,BRANCH,MI,Michigan,41.943740000000005,-84.88574,0,4,4,4,0,0,2,0,0,1,2,17
violent-crime,Quincy Police Department,BRANCH,MI,Michigan,41.943740000000005,-84.88574,0,1,3,1,0,1,0,0,0,0,0,6
property-crime,Williamston Police Department,INGHAM,MI,Michigan,42.68893,-84.28166,2,13,1,1,0,1,0,0,0,0,6,24
violent-crime,Williamston Police Department,INGHAM,MI,Michigan,42.68893,-84.28166,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Milford Police Department,OAKLAND,MI,Michigan,42.58795,-83.58742,0,6,18,5,4,1,0,0,0,0,2,36
violent-crime,Milford Police Department,OAKLAND,MI,Michigan,42.58795,-83.58742,0,0,0,0,0,1,0,0,1,0,0,2
property-crime,Morrice Police Department,SHIAWASSEE,MI,Michigan,42.951545,-84.14635200000001,0,2,0,1,2,0,0,0,0,0,0,5
violent-crime,Morrice Police Department,SHIAWASSEE,MI,Michigan,42.951545,-84.14635200000001,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Oscoda County Sheriff's Office,OSCODA,MI,Michigan,44.685121,-84.124894,0,6,11,7,5,4,1,1,0,0,2,37
violent-crime,Oscoda County Sheriff's Office,OSCODA,MI,Michigan,44.685121,-84.124894,0,2,4,0,0,2,1,0,0,0,0,9
property-crime,Huntington Woods Police Department,OAKLAND,MI,Michigan,42.660452,-83.38421,0,0,0,0,1,0,0,0,0,0,0,1
violent-crime,Huntington Woods Police Department,OAKLAND,MI,Michigan,42.660452,-83.38421,0,1,2,0,0,1,0,0,0,0,0,4
property-crime,Gratiot County Sheriff's Office,GRATIOT,MI,Michigan,43.292326,-84.60469,0,48,35,28,20,12,5,1,1,0,2,152
violent-crime,Gratiot County Sheriff's Office,GRATIOT,MI,Michigan,43.292326,-84.60469,0,8,4,10,7,1,3,0,0,0,2,35
property-crime,Thetford Township Police Department,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,2,2,2,0,1,0,0,0,0,6,13
violent-crime,Thetford Township Police Department,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Woodhaven Police Department,WAYNE,MI,Michigan,42.138676000000004,-83.242714,0,11,25,15,6,6,4,0,0,0,16,83
violent-crime,Woodhaven Police Department,WAYNE,MI,Michigan,42.138676000000004,-83.242714,0,4,4,0,1,0,1,0,0,0,4,14
property-crime,Iron River Police Department,IRON,MI,Michigan,46.091503,-88.63911,0,1,9,8,2,1,1,0,0,1,4,27
violent-crime,Iron River Police Department,IRON,MI,Michigan,46.091503,-88.63911,0,1,2,2,1,2,2,0,0,0,0,10
property-crime,Saline Police Department,WASHTENAW,MI,Michigan,42.252327,-83.844634,0,0,3,3,4,4,0,0,0,0,1,15
violent-crime,Saline Police Department,WASHTENAW,MI,Michigan,42.252327,-83.844634,0,2,8,1,2,1,0,0,0,0,2,16
property-crime,East Lansing Police Department,CLINTON; INGHAM,MI,Michigan,42.603534,-84.373811,1,94,92,48,11,14,3,0,0,1,628,892
violent-crime,East Lansing Police Department,CLINTON; INGHAM,MI,Michigan,42.603534,-84.373811,0,16,31,8,3,3,0,0,0,0,33,94
property-crime,Ingham County Sheriff's Office,INGHAM,MI,Michigan,42.588882,-84.45707,2,76,65,62,40,13,5,2,0,0,49,314
violent-crime,Ingham County Sheriff's Office,INGHAM,MI,Michigan,42.588882,-84.45707,0,29,40,26,27,9,3,0,0,0,6,140
property-crime,Potterville Police Department,EATON,MI,Michigan,42.589614000000005,-84.846524,0,0,1,0,0,0,0,0,0,0,0,1
violent-crime,Potterville Police Department,EATON,MI,Michigan,42.589614000000005,-84.846524,0,1,1,0,1,0,0,0,0,0,0,3
property-crime,Perry Police Department,SHIAWASSEE,MI,Michigan,42.827488,-84.220764,0,4,2,1,0,0,0,0,0,0,0,7
violent-crime,Perry Police Department,SHIAWASSEE,MI,Michigan,42.827488,-84.220764,0,0,3,1,0,0,0,0,0,0,0,4
property-crime,Farmington Hills Police Department,OAKLAND,MI,Michigan,42.484615000000005,-83.3609,0,86,136,80,50,33,7,2,0,0,74,468
violent-crime,Farmington Hills Police Department,OAKLAND,MI,Michigan,42.484615000000005,-83.3609,0,16,34,17,10,6,0,0,0,0,10,93
property-crime,State Police: Eaton County,EATON,MI,Michigan,42.589614000000005,-84.846524,0,14,11,18,8,6,0,0,0,0,1,58
violent-crime,State Police: Eaton County,EATON,MI,Michigan,42.589614000000005,-84.846524,0,5,8,7,6,1,2,0,0,0,0,29
property-crime,Kellogg Community College,CALHOUN,MI,Michigan,42.3345,-85.1798,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Milan Police Department,MONROE; WASHTENAW,MI,Michigan,42.081585,-83.68548,0,12,21,7,1,4,4,1,0,1,0,51
violent-crime,Milan Police Department,MONROE; WASHTENAW,MI,Michigan,42.081585,-83.68548,0,10,4,11,4,2,1,0,0,0,0,32
property-crime,State Police: Monroe County,MONROE,MI,Michigan,41.906944,-83.40281999999999,0,27,44,40,14,10,1,0,0,1,0,137
violent-crime,State Police: Monroe County,MONROE,MI,Michigan,41.906944,-83.40281999999999,0,10,12,14,8,6,0,0,0,1,0,51
property-crime,Watervliet Police Department,BERRIEN,MI,Michigan,41.792639,-86.741822,1,2,6,2,0,1,0,0,0,0,0,12
violent-crime,Watervliet Police Department,BERRIEN,MI,Michigan,41.792639,-86.741822,0,2,0,4,2,0,0,0,0,0,0,8
property-crime,State Police: Newaygo County,NEWAYGO,MI,Michigan,43.41083,-85.806175,0,24,34,37,9,6,3,1,0,0,0,114
violent-crime,State Police: Newaygo County,NEWAYGO,MI,Michigan,43.41083,-85.806175,1,12,13,7,6,6,1,1,0,0,0,47
property-crime,Burton Police Department,GENESEE,MI,Michigan,43.021077000000005,-83.706372,0,80,149,138,71,46,18,2,0,4,217,725
violent-crime,Burton Police Department,GENESEE,MI,Michigan,43.021077000000005,-83.706372,1,31,55,20,20,3,2,1,0,0,15,148
property-crime,St. George Police Department,WASHINGTON,UT,Utah,37.112602,-113.57903999999999,0,181,235,163,80,39,13,1,1,0,0,713
violent-crime,St. George Police Department,WASHINGTON,UT,Utah,37.112602,-113.57903999999999,0,29,24,30,9,5,1,1,0,0,0,99
property-crime,Sunset Police Department,DAVIS,UT,Utah,41.1326,-112.02991999999999,0,25,42,20,5,3,2,0,0,0,0,97
violent-crime,Sunset Police Department,DAVIS,UT,Utah,41.1326,-112.02991999999999,0,5,4,3,1,0,0,0,0,0,0,13
property-crime,Millard County Sheriff's Office,MILLARD,UT,Utah,39.09454,-113.52501399999998,2,50,30,25,25,11,3,1,0,0,1,148
violent-crime,Millard County Sheriff's Office,MILLARD,UT,Utah,39.09454,-113.52501399999998,0,3,7,6,4,2,0,0,0,0,0,22
property-crime,Centerville Police Department,DAVIS,UT,Utah,41.037045,-112.202123,0,43,105,118,59,25,4,0,0,0,1,355
violent-crime,Centerville Police Department,DAVIS,UT,Utah,41.037045,-112.202123,1,3,2,5,1,1,0,0,0,0,0,13
property-crime,Springdale Police Department,WASHINGTON,UT,Utah,37.262531,-113.4878,0,0,3,0,1,0,0,0,0,0,0,4
property-crime,Davis County Sheriff's Office,DAVIS,UT,Utah,41.037045,-112.202123,0,25,35,24,9,4,2,0,0,0,0,99
violent-crime,Davis County Sheriff's Office,DAVIS,UT,Utah,41.037045,-112.202123,0,7,16,8,1,1,2,1,0,0,0,36
property-crime,Grantsville Police Department,TOOELE,UT,Utah,40.599697,-112.44541000000001,1,143,39,27,11,10,2,1,0,0,130,364
violent-crime,Grantsville Police Department,TOOELE,UT,Utah,40.599697,-112.44541000000001,0,9,7,6,2,2,1,0,0,0,1,28
property-crime,Lindon Police Department,UTAH,UT,Utah,40.333874,-111.71363000000001,0,40,71,77,28,14,1,2,0,0,0,233
violent-crime,Lindon Police Department,UTAH,UT,Utah,40.333874,-111.71363000000001,0,3,2,0,2,0,0,0,0,0,0,7
property-crime,Moab Police Department,GRAND,UT,Utah,38.573284,-109.54643,0,11,26,26,4,2,3,0,0,0,2,74
violent-crime,Moab Police Department,GRAND,UT,Utah,38.573284,-109.54643,0,7,9,10,4,0,1,0,0,0,0,31
property-crime,Bluffdale Police Department,SALT LAKE,UT,Utah,40.490448,-111.94833999999999,0,4,4,11,0,0,0,0,0,0,0,19
violent-crime,Bluffdale Police Department,SALT LAKE,UT,Utah,40.490448,-111.94833999999999,0,2,4,4,0,2,0,0,0,0,0,12
property-crime,Salt Lake City Police Department,SALT LAKE,UT,Utah,40.667883,-111.92424,13,766,2277,2275,844,582,111,15,7,0,1517,8407
violent-crime,Salt Lake City Police Department,SALT LAKE,UT,Utah,40.667883,-111.92424,1,224,462,429,181,125,35,3,3,1,358,1822
property-crime,Carbon County Sheriff's Office,CARBON,UT,Utah,39.599594,-110.81505600000001,0,8,19,25,12,6,2,0,0,0,0,72
violent-crime,Carbon County Sheriff's Office,CARBON,UT,Utah,39.599594,-110.81505600000001,0,5,3,2,1,3,0,0,0,0,0,14
property-crime,Kanab Police Department,KANE,UT,Utah,37.0464,-112.525475,0,9,2,2,5,26,0,0,0,0,0,44
violent-crime,Kanab Police Department,KANE,UT,Utah,37.0464,-112.525475,0,0,1,2,0,1,0,0,0,0,0,4
property-crime,Pleasant Grove Police Department,UTAH,UT,Utah,40.362473,-111.73910500000001,0,24,35,24,11,2,3,0,0,0,0,99
violent-crime,Pleasant Grove Police Department,UTAH,UT,Utah,40.362473,-111.73910500000001,0,7,8,3,1,2,0,0,0,0,0,21
property-crime,Syracuse Police Department,DAVIS,UT,Utah,41.088444,-112.06458,0,146,24,61,18,7,0,0,0,0,0,256
